title,date,location,price,image_url
22 Martie - DJ DENY - Crush Jungle,"smbata, 22 martie 2025, 23:00","Craiova, Craiova",40 lei,https://livetickets-cdn.azureedge.net/itemimages/22-martie-dj-deny-crush-jungle/Background_MEDIUM.jpg?bb9e382b-5a77-44a1-85ff-59b71702031c
Retro Manele & Balkanic Party at Euphoria Music Hall,"smbata, 22 martie 2025, 23:00","Euphoria Music Hall, Cluj-Napoca",30 lei,https://livetickets-cdn.azureedge.net/itemimages/retro-manele-balkanic-party-at-euphoria-music-hall-3/Background_MEDIUM.jpg?6600b388-17f0-467a-9686-dc41171dea95
Lele ?i forma?ia // Live la Beraria H,"smbata, 22 martie 2025, 23:15","Beraria H, Bucure?ti",49.9 - 69.9 lei,https://livetickets-cdn.azureedge.net/itemimages/concert-lele-bucuresti-2025/Background_MEDIUM.jpg?76d458fb-7500-49fa-8669-1f7fbf7e720d
DUPAYA - OCLU - 23 MARTIE 2025,"duminica, 23 martie 2025, 01:00","Oclu Pub, Bucure?ti",50 lei,https://livetickets-cdn.azureedge.net/itemimages/dupaya-23-martie-2025/Background_MEDIUM.jpg?183e0810-ad8f-4443-af01-b2c43cf1a50c
Spring Bloom,"duminica, 23 martie 2025, 11:00","Harmony Wellness Studio, Bucure?ti",120 lei,https://livetickets-cdn.azureedge.net/itemimages/spring-bloom/Background_MEDIUM.jpg?2d09c0b4-5545-4fe6-925a-eecf3537d079
Motanul ?i unicornul - 23 martie,"duminica, 23 martie 2025, 11:00","Strada Logofatul Tautu 68A, Bucure?ti",54 lei,https://livetickets-cdn.azureedge.net/itemimages/motanul-si-unicornul-23-martie/Background_MEDIUM.jpg?40ec6d88-a7c2-46e7-881b-73d6ee112fea
Are you sure? by Oliver Bauer,"duminica, 23 martie 2025, 16:00","Casino - Centrul de Cultura Urbana, Cluj-Napoca",175 lei,https://livetickets-cdn.azureedge.net/itemimages/workshop-oliver-bauer/Background_MEDIUM.jpg?dfdddfb5-cef6-4311-b985-d7bb3aa579d6
Breeze Bossanova at Fabrica de Bere,"duminica, 23 martie 2025, 18:00","Fabrica de Bere, Cluj-Napoca",50 - 60 lei,https://livetickets-cdn.azureedge.net/itemimages/breeze-bossanova-at-fabrica-de-bere/Background_MEDIUM.jpg?ec8e5369-5202-4ba5-9584-17134b4e24f4
108 Antique Singing Bowls Orchestra - A Sound Experience (Oradea),"duminica, 23 martie 2025, 19:00","Posticum, Oradea",30 - 60 lei,https://livetickets-cdn.azureedge.net/itemimages/108-antique-singing-bowls-orchestra-a-sound-experience-oradea/Background_MEDIUM.jpg?7361912e-28f7-40d8-93de-5c7b41e6af46
Jazz Funk & Soul Jam Session cu Sorin Zlat Quartet,"duminica, 23 martie 2025, 19:00","Takeovers Studio, Bucure?ti",60 lei,https://livetickets-cdn.azureedge.net/itemimages/jazz-funk-soul-jam-session-cu-sorin-zlat-quartet/Background_MEDIUM.jpg?33104381-e6ce-482c-88f2-5950347f5fb2
?edin?a cu parin?ii - 23 martie,"duminica, 23 martie 2025, 20:00","Strada Logofatul Tautu 68A, Bucure?ti",72 lei,https://livetickets-cdn.azureedge.net/itemimages/sedinta-cu-parintii-23-martie/Background_MEDIUM.jpg?240947e7-7d55-4d37-8eb2-9e5300783da9
"Daca te na?ti ntr-o luni, vei muri ntr-o vineri - 25 martie","mar?i, 25 martie 2025, 20:00","Strada Logofatul Tautu 68A, Bucure?ti",72 lei,https://livetickets-cdn.azureedge.net/itemimages/daca-te-nasti-intr-o-luni-vei-muri-intr-o-vineri-25-martie/Background_MEDIUM.jpg?f38e0179-c540-487b-b4aa-239f0c6f9d47
Carla's Dreams n concert // Bucure?ti - Beraria H,"mar?i, 25 martie 2025, 20:30","Beraria H, Bucure?ti",79 - 179 lei,https://livetickets-cdn.azureedge.net/itemimages/concert-carlas-dreams-bucuresti-2025/Background_MEDIUM.jpg?f8d8e0f2-3ea0-46f0-afd9-8f573b55a0d9
A.I.: Cnd un robot scrie o piesa de teatru - 26 martie,"miercuri, 26 martie 2025, 20:00","Strada Logofatul Tautu 68A, Bucure?ti",72 lei,https://livetickets-cdn.azureedge.net/itemimages/ai-cand-un-robot-scrie-o-piesa-de-teatru-26-martie/Background_MEDIUM.jpg?f0c34efa-fc9c-4b0e-8a25-ef9a60f5b064
TRAP PARTY by Afterhours,"miercuri, 26 martie 2025, 20:00","Interbelic, Bucure?ti",0 lei,https://livetickets-cdn.azureedge.net/itemimages/trap-party-by-afterhours-4/Background_MEDIUM.jpg?16531d40-1bd5-47c5-9cf0-a57447afb73f
"Adrian Minune, Florin Salam, Nicolae Gu?a, Vali Vijelie | prima data pe aceea?i scena | #Classics | 26 Martie 2025","miercuri, 26 martie 2025, 20:30","Beraria H, Bucure?ti",199 - 399 lei,https://livetickets-cdn.azureedge.net/itemimages/concert-minune-salam-guta-vijelie-bucuresti-26m-2025/Background_MEDIUM.jpg?4b0184a5-406b-42c9-be7a-1dcffa1cd641
"MiniRaver - music, lights and family vibes","joi, 27 martie 2025, 18:00","Hopa Hopa, Cluj-Napoca",120 - 400 lei,https://livetickets-cdn.azureedge.net/itemimages/miniraver-music-lights-and-family-vibes/Background_MEDIUM.jpg?6a8966c9-88b1-47dc-bd62-0560b3bc49f1
NEST05 w/ MINUNI & NDM + Open Decks @Cotton Club,"joi, 27 martie 2025, 18:00","Cotton Club, Cluj-Napoca",20 lei,https://livetickets-cdn.azureedge.net/itemimages/nest05-w-minuni-ndm-open-decks-cotton-club/Background_MEDIUM.jpg?b0e362d3-2d7e-4061-a540-7f6989262fe9
CAUT UN JOB o comedie spumoasa cu Elena Ivanca,"joi, 27 martie 2025, 19:00","Obsession Social Bar & Lounge, Cluj-Napoca",50 - 55 lei,https://livetickets-cdn.azureedge.net/itemimages/caut-un-job-o-comedie-spumoasa-cu-elena-ivanca/Background_MEDIUM.jpg?3c2d3d23-f5f0-4fb1-a189-e11d64db6214
Teatru Box! by Alive Theatre,"joi, 27 martie 2025, 19:00","Strada Biserica Amzei 21, Bucure?ti",35 lei,https://livetickets-cdn.azureedge.net/itemimages/teatru-box-by-alive-theatre/Background_MEDIUM.jpg?68a19b7d-6dc9-4da4-8a6a-17c8816061b6
O zi din via?a unui politician fericit - 27 martie,"joi, 27 martie 2025, 20:00","Strada Logofatul Tautu 68A, Bucure?ti",72 lei,https://livetickets-cdn.azureedge.net/itemimages/o-zi-din-viata-unui-politician-fericit-27-martie/Background_MEDIUM.jpg?83571269-34d6-4de5-a7eb-549ca3ee709f
RECYCLE BIN - ANIVERSAR 18 ani ??,"vineri, 28 martie 2025, 18:00","?oseaua Mihai Bravu 223, Bucure?ti",25 lei,https://livetickets-cdn.azureedge.net/itemimages/recycle-bin-aniversar-18-ani/Background_MEDIUM.jpg?050d3664-c76c-46cf-8966-c80ec39579c8
Vladu?a Lupau at Fabrica de Bere,"vineri, 28 martie 2025, 18:40","Fabrica de Bere, Cluj-Napoca",45 - 90 lei,https://livetickets-cdn.azureedge.net/itemimages/vladuta-lupau-at-fabrica-de-bere-1/Background_MEDIUM.jpg?e4d36634-d058-40f8-9590-773944900914
Vin ?i pictez,"vineri, 28 martie 2025, 19:00","La Maison des Artistes, Bucure?ti",150 lei,https://livetickets-cdn.azureedge.net/itemimages/vin-si-pictez-29/Background_MEDIUM.jpg?09514b3b-7da3-4a30-af36-f58a2252417b
Tasting Menu & Wine Pairing @SteakHUB Oradea - Casa de Vinuri Cotnari,"vineri, 28 martie 2025, 19:00","Steak HUB Oradea, Oradea",331 - 368 lei,https://livetickets-cdn.azureedge.net/itemimages/tasting-menu-wine-pairing-steakhub-oradea-casa-de-vinuri-cotnari/Background_MEDIUM.jpg?49431b19-0de3-4254-89a0-a24a2ec63f17
Concert Camelia Crisan- Seara speciala cu muzica live,"vineri, 28 martie 2025, 19:30","Restaurant RODIZIO, Cluj-Napoca",150 - 160 lei,https://livetickets-cdn.azureedge.net/itemimages/concert-camelia-crisan-seara-speciala-cu-muzica-live/Background_MEDIUM.jpg?5104b281-d789-4793-87e3-10371fbfc404
30Y Live at Jazz&Blues | Marosvsrhely,"vineri, 28 martie 2025, 20:00","Jazz&Blues Club, Trgu Mure?",60 lei,https://livetickets-cdn.azureedge.net/itemimages/30y-live-at-jazzblues-marosvasarhely/Background_MEDIUM.jpg?4a30c8ff-63e3-4be9-b796-3a09e3875bb6
Deziubire - 28 martie,"vineri, 28 martie 2025, 20:00","Strada Logofatul Tautu 68A, Bucure?ti",72 lei,https://livetickets-cdn.azureedge.net/itemimages/deziubire-28-martie/Background_MEDIUM.jpg?d648770f-1350-4b94-bb14-2998e3f67be5
"Prohibition Soiree @ The Vault, The Marmorosch Hotel","vineri, 28 martie 2025, 20:00","The Marmorosch Bucharest, Autograph Collection, Bucure?ti",100 lei,https://livetickets-cdn.azureedge.net/itemimages/prohibition-soiree/Background_MEDIUM.jpg?b6fa4379-bd2e-49ff-ba1f-6b9af3cc93d8
"ALTERNOSFERA ""Lansare Album - Steaguri Fara Culori  Bra?ov","vineri, 28 martie 2025, 20:30","Kruhnen Musik Halle, Bra?ov",110 - 150 lei,https://livetickets-cdn.azureedge.net/itemimages/alternosfera-lansare-album-2/Background_MEDIUM.jpg?9767aa0a-3414-4c42-8c73-4dbcc360fb34
KEMPES la Doors Club,"vineri, 28 martie 2025, 21:00","Doors Club, Constan?a",90 - 110 lei,https://livetickets-cdn.azureedge.net/itemimages/kempes-la-doors-club/Background_MEDIUM.jpg?e3796a2c-e57c-40ac-add1-052c5ca169f7
Bogdan de la Ploie?ti,"vineri, 28 martie 2025, 21:00","No Limit,",80 lei,https://livetickets-cdn.azureedge.net/itemimages/bogdan-de-la-ploiesti-1/Background_MEDIUM.jpg?3b3dbcbe-10f4-46df-b2ac-8d790e2b2b3f
4 YEARS OF DISCONNECT ??,"vineri, 28 martie 2025, 22:00","Cluj-Napoca, Cluj-Napoca",59 - 399 lei,https://livetickets-cdn.azureedge.net/itemimages/4-years-of-disconnect/Background_MEDIUM.jpg?6c504a43-c615-4495-84f0-c9f7f02f7b5e
Bucuresti: MANELIADA | Cu capul in nori,"vineri, 28 martie 2025, 22:00","Manara Blue Bucuresti, Bucure?ti",70 - 80 lei,https://livetickets-cdn.azureedge.net/itemimages/bucuresti-maneliada-cu-capul-in-nori/Background_MEDIUM.jpg?ed9c3888-f97a-4b8f-b9d8-3f2b4435957a
NEON LATINO PARTY,"vineri, 28 martie 2025, 22:00","Walls Bistro, Bra?ov",25 lei,https://livetickets-cdn.azureedge.net/itemimages/neon-latino-party/Background_MEDIUM.jpg?c80bbd08-d26e-4d7a-9568-1598c3fa91f6
Florin Cercel n premiera la Cluj ! SOA x NOA Special Event,"vineri, 28 martie 2025, 22:00","NOA Club, Cluj-Napoca",49.99 - 119.99 lei,https://livetickets-cdn.azureedge.net/itemimages/soa-x-noa-special-event-golden-artist/Background_MEDIUM.jpg?754797b9-1717-44bc-b13e-711dbbfd58bc
Le Petit ? PRINTEMPS  ? 28.03.2025 ? ROD Events by Restaurant ROD ? Cluj-Napoca,"vineri, 28 martie 2025, 22:00","Restaurant Rod, Cluj-Napoca",70 - 120 lei,https://livetickets-cdn.azureedge.net/itemimages/le-petit-printemps-28032025-rod-events-by-restaurant-rod-cluj-napoca/Background_MEDIUM.jpg?bac8d669-44cc-4f16-a6c9-9a733639a730
Medical Vs Legal - By The Lake,"vineri, 28 martie 2025, 22:00","Pescobar, Bucure?ti",40 - 50 lei,https://livetickets-cdn.azureedge.net/itemimages/medical-vs-legal-by-the-lake/Background_MEDIUM.jpg?
FACEM SHOW in Kremlin Club,"vineri, 28 martie 2025, 22:30","Club Kremlin Bacau, Bacau",30 lei,https://livetickets-cdn.azureedge.net/itemimages/facem-show-in-kremlin-club/Background_MEDIUM.jpg?7caa748a-e203-4e66-9d34-4f06a449ccd3
SUNRISE x MATTER I Cluj | 28.03.2025,"vineri, 28 martie 2025, 23:00","MATTER, Cluj-Napoca",79 lei,https://livetickets-cdn.azureedge.net/itemimages/sunrise-x-matter-i-cluj/Background_MEDIUM.jpg?17875891-81f4-4b6a-8082-fce370983b8a
MANELOGIA in Bruxelles,"vineri, 28 martie 2025, 23:00","Birdy Brussels, Bruxelles",100 - 150 lei,https://livetickets-cdn.azureedge.net/itemimages/manelogia-in-bruxelles-2/Background_MEDIUM.jpg?b46aa66b-47d9-4a13-9e97-5392a8f727ea
TEENAGE DREAM - DISNEY PARTY,"vineri, 28 martie 2025, 23:00","CRUSH JUNGLE,",0 - 40 lei,https://livetickets-cdn.azureedge.net/itemimages/teenage-dream-disney-party/Background_MEDIUM.jpg?a054e28c-a3c4-4f8a-bef7-d77cc74fe643
Afro-Love Timisoara,"vineri, 28 martie 2025, 23:00","Exit Club, Timi?oara",25 - 30 lei,https://livetickets-cdn.azureedge.net/itemimages/afro-love-timisoara/Background_MEDIUM.jpg?9276cced-9ed2-4025-a39b-5d66da1182d5
"ABC pres. DeWalta, Pentti Igor, Request Line live + more","vineri, 28 martie 2025, 23:00","FABER, Timi?oara",30 - 40 lei,https://livetickets-cdn.azureedge.net/itemimages/abc-pres-dewalta-pentti-igor-request-line-live-more/Background_MEDIUM.jpg?9bd55c9c-5b5c-4fb2-aa82-16f13f629361
"UNA NOCHE Caliente | 28 MAR @ VIVID Lounge, Iasi","vineri, 28 martie 2025, 23:00","Vivid Lounge, Ia?i",30 - 90 lei,https://livetickets-cdn.azureedge.net/itemimages/una-noche-caliente-28-mar-vivid-lounge-iasi/Background_MEDIUM.jpg?daed3468-288b-4bb1-9f3c-090ff7b42954
"Giada Brinc @ Epic Society, alongside John Trend!","vineri, 28 martie 2025, 23:00","Epic Society, Timi?oara",40 lei,https://livetickets-cdn.azureedge.net/itemimages/giada-brince-epic-society-alongside-john-trend/Background_MEDIUM.jpg?b42096ce-c02e-4837-b586-ac44effcc6e1
"Adrian Minune, Florin Salam, Nicolae Gu?a, Vali Vijelie | pentru prima data pe aceea?i scena | #Classics | Bucure?ti - Beraria H","vineri, 28 martie 2025, 23:15","Beraria H, Bucure?ti",399 - 549 lei,https://livetickets-cdn.azureedge.net/itemimages/concert-adrian-minune-florin-salam-nicolae-guta-vali-vijelie-bucuresti-2025/Background_MEDIUM.jpg?faa4401a-2f80-415c-ac73-fd93ee14ab02
DISTROTECA - 2ND ANNIVERSARY,"smbata, 29 martie 2025, 15:00","KUPA aprs-ski bar, Bra?ov",60 - 80 lei,https://livetickets-cdn.azureedge.net/itemimages/distroteca-2nd-anniversary/Background_MEDIUM.jpg?43ff6716-5e43-4149-a2cb-8b4e93b1714b
Nights of Chaos: Cyber Edition,"smbata, 29 martie 2025, 18:00","Moxy Bucharest Old Town, Bucure?ti",35 - 60 lei,https://livetickets-cdn.azureedge.net/itemimages/nights-of-chaos-cyber-edition/Background_MEDIUM.jpg?b62ab760-e282-4909-b2a0-e62447b547f4
Connect-R at Fabrica de Bere,"smbata, 29 martie 2025, 18:40","Fabrica de Bere, Cluj-Napoca",45 - 90 lei,https://livetickets-cdn.azureedge.net/itemimages/connect-r-at-fabrica-de-bere/Background_MEDIUM.jpg?b6533aaf-6117-447d-b887-673a63856867
Concert BUCOVINA | 25 de ani | Bucure?ti - Beraria H,"smbata, 29 martie 2025, 19:00","Beraria H, Bucure?ti",24.9 - 49.9 lei,https://livetickets-cdn.azureedge.net/itemimages/concert-bucovina-25ani-bucuresti-2025/Background_MEDIUM.jpg?51344429-af3d-470d-98b8-a6337c1fd4b3
30Y Live at Flying Circus | Kolozsvr,"smbata, 29 martie 2025, 20:00","Flying Circus, Cluj-Napoca",60 lei,https://livetickets-cdn.azureedge.net/itemimages/30y-live-at-flying-circus-kolozsvar/Background_MEDIUM.jpg?1b155adc-6433-49c2-a89d-5c458272756a
Lansare Album - SASSY MIMI / Soul journey,"smbata, 29 martie 2025, 20:00","?oseaua Mihai Bravu 223, Bucure?ti",30 lei,https://livetickets-cdn.azureedge.net/itemimages/lansare-album-sassy-mimi-soul-journey/Background_MEDIUM.jpg?729a865f-15af-4c77-a387-90fba391cd5e
Straini n viitor - 29 martie,"smbata, 29 martie 2025, 20:00","Strada Logofatul Tautu 68A, Bucure?ti",72 lei,https://livetickets-cdn.azureedge.net/itemimages/straini-in-viitor-29-martie/Background_MEDIUM.jpg?d9e1e807-23eb-4b2f-9840-ad434ec082e6
UMOJA X TRIBEZ AFRO PARTY,"smbata, 29 martie 2025, 20:00","Oasis Artists , Bucharest",30 - 50 lei,https://livetickets-cdn.azureedge.net/itemimages/umoja-x-tribez-afro-party/Background_MEDIUM.jpg?edac9ade-7f3b-4274-ae15-cda83f939aca
The Cuban Project - Havana Party,"smbata, 29 martie 2025, 20:00","Platinum, Bra?ov",49 lei,https://livetickets-cdn.azureedge.net/itemimages/the-cuban-project-havana-party/Background_MEDIUM.jpg?2ecbf6d4-01df-4686-89bc-b53e249073a6
Noua Ani Lumina  Electroset LEVEL 2 // 29 Martie // OLIV,"smbata, 29 martie 2025, 20:00","Oliv, Ia?i",30 - 50 lei,https://livetickets-cdn.azureedge.net/itemimages/noua-ani-lumina-electroset-level-2-29-martie-oliv/Background_MEDIUM.jpg?733f9c15-3584-427b-abe0-ceea7c00520b
"ALTERNOSFERA ""Lansare Album - Steaguri Fara Culori Cluj-Napoca","smbata, 29 martie 2025, 21:00","Form Space, Cluj-Napoca",110 - 150 lei,https://livetickets-cdn.azureedge.net/itemimages/alternosfera-lansare-album-3/Background_MEDIUM.jpg?35eeed06-8631-4d78-add1-eb07a0c20619
VEMO X LELE at club Heaven in Timisoara,"smbata, 29 martie 2025, 21:00","Heaven, Timi?oara",69.99 - 449.99 lei,https://livetickets-cdn.azureedge.net/itemimages/vemo-x-lele-at-club-heaven-in-timisoara/Background_MEDIUM.jpg?ffc67256-73c1-46ae-aa94-b79ec2b3f53a
Festa da Favela,"smbata, 29 martie 2025, 21:00","Club B52, Bucure?ti",40 - 200 lei,https://livetickets-cdn.azureedge.net/itemimages/festa-da-favela-3/Background_MEDIUM.jpg?3e695283-5992-4e78-9634-a0e9f3d90b36
TeK me back to diskoTeK,"smbata, 29 martie 2025, 21:00","?oseaua Mihai Bravu 223, Bucure?ti",30 lei,https://livetickets-cdn.azureedge.net/itemimages/tek-me-back-to-diskotek/Background_MEDIUM.jpg?01ec8913-bd0f-46d5-93f0-a6eedcfab929
Nyama w/ MuTT&Dee @ La Ponton,"smbata, 29 martie 2025, 21:00","Club Ponton, Darmane?ti",30 - 50 lei,https://livetickets-cdn.azureedge.net/itemimages/nyama-w-muttdee-la-ponton/Background_MEDIUM.jpg?dc0b85d7-fa22-4647-86be-385aa86ae39a
Periplu Sonor :: Live Electronic Music Covers & After Party,"smbata, 29 martie 2025, 21:00","Acaju Cafe, Ia?i",30 lei,https://livetickets-cdn.azureedge.net/itemimages/periplu-sonor-live-electronic-music-covers-after-party/Background_MEDIUM.jpg?cebf394b-d936-4150-a9dd-a37c533694dd
MANELOGIA in Stuttgart,"smbata, 29 martie 2025, 22:00","White Event Palast | Hochzeitssaal Stuttgart, Kirchheim unter Teck",75 - 125 lei,https://livetickets-cdn.azureedge.net/itemimages/manelogia-in-stuttgart/Background_MEDIUM.jpg?75dc1b4b-069b-44c0-a571-df0080854594
Galati: MANELIADA | Cu capul in nori,"smbata, 29 martie 2025, 22:00","Union Jack Studio, Gala?i",70 - 80 lei,https://livetickets-cdn.azureedge.net/itemimages/galati-maneliada-cu-capul-in-nori/Background_MEDIUM.jpg?f2510f10-7ee9-455a-93f5-6209247463c4
FLORIN BORA x 29 MARTIE x LIQUID THE CLUB x LIVETICKETS,"smbata, 29 martie 2025, 22:00","Liquid The Club, Sibiu",40 - 60 lei,https://livetickets-cdn.azureedge.net/itemimages/florin-bora-x-29-martie-x-liquid-the-club-x-livetickets/Background_MEDIUM.jpg?0866258e-aa41-438e-b4bc-6c02cc204e92
Bairam n Bucure?ti by Wayback,"smbata, 29 martie 2025, 22:00","Galeria SENAT, Bucure?ti",30 - 200 lei,https://livetickets-cdn.azureedge.net/itemimages/bairam-in-bucuresti-by-wayback-1/Background_MEDIUM.jpg?1602ec0f-9276-44f1-bbdd-e73e154531d9
"Granular x Forge w. SIT (Cristi Cons & Vlad Caia), Vlad Arapa?u, Dabu, Uvia, Octave","smbata, 29 martie 2025, 22:00","Forge Bucharest, Bucure?ti",35 - 50 lei,https://livetickets-cdn.azureedge.net/itemimages/granular-x-forge-w-sit-cristi-cons-vlad-caia-vlad-arapasu-dabu-uvia-octave/Background_MEDIUM.jpg?734dbab1-2f3e-4a86-8ba3-ef94f2067d83
"ANI DE LICEU - '90s, '2000s HITS ? FRATELLI TIMI?OARA","smbata, 29 martie 2025, 22:00","Fratelli Lounge&Club, Timi?oara",50 lei,https://livetickets-cdn.azureedge.net/itemimages/ani-de-liceu-90s-2000s-hits-fratelli-timisoara/Background_MEDIUM.jpg?288ce608-d5c5-40a5-bd54-70fe71555596
MEDUN x MIDNIGHTS @OXYA CLUB  MARCH 29,"smbata, 29 martie 2025, 22:00","OXYA Club, Bucure?ti",50 - 150 lei,https://livetickets-cdn.azureedge.net/itemimages/medun-x-midnights-oxya-club-march-29/Background_MEDIUM.jpg?cbee273d-aeb2-4879-ae7e-6b28fcfc9f6e
VULGAR.Night,"smbata, 29 martie 2025, 22:00","HEAVY YARD & HEAVYSHOP, Bucure?ti",30 lei,https://livetickets-cdn.azureedge.net/itemimages/vulgarnight/Background_MEDIUM.jpg?a004691a-0c52-48b2-b7b4-62300d9416fc
"ROCKOTECA PROMO PARTY @Helix Pub, Ia?i - 29 Martie","smbata, 29 martie 2025, 22:00","Helix Pub, Ia?i",20 - 60 lei,https://livetickets-cdn.azureedge.net/itemimages/rockoteca-promo-party-helix-pub-iasi-29-martie/Background_MEDIUM.jpg?7e5aaaaa-7725-4bc1-8eda-34ea1c6f6f05
CHERRY BLOSSOM PARTY by UNKNWN SOCIETY,"smbata, 29 martie 2025, 22:00","Dream Hill Hotel Boutique, Snpetru",80 - 160 lei,https://livetickets-cdn.azureedge.net/itemimages/cherry-blossom-party-by-unknwn-society/Background_MEDIUM.jpg?6d00b9e8-5f2a-41b6-8a9a-f087323262ed
AFRO SPRING VIBES,"smbata, 29 martie 2025, 22:00","Royal Class, Trgu Neam?",30 lei,https://livetickets-cdn.azureedge.net/itemimages/afro-spring-vibes-4/Background_MEDIUM.jpg?c6ae89d8-c496-414d-98e8-91970585f5df
