title,date,location,price,image_url
A.I.: Cnd un robot scrie o piesa de teatru - 6 mai,"mar?i, 6 mai 2025, 20:00","Strada Logofatul Tautu 68A, Bucure?ti",72 lei,https://livetickets-cdn.azureedge.net/itemimages/ai-cand-un-robot-scrie-o-piesa-de-teatru-6-mai/Background_MEDIUM.jpg?683864ec-0f91-4859-8be7-cda501af8960
Cum sa supravie?uie?ti unei apocalipse zombi? - 7 mai,"miercuri, 7 mai 2025, 20:00","Strada Logofatul Tautu 68A, Bucure?ti",72 lei,https://livetickets-cdn.azureedge.net/itemimages/cum-sa-supravietuiesti-unei-apocalipse-zombi-7-mai/Background_MEDIUM.jpg?3ef7f311-2b5c-4127-918a-86d5eeacdcba
Legendarii n turneu,"joi, 8 mai 2025, 19:00","Slobozia, Slobozia",100 lei,https://livetickets-cdn.azureedge.net/itemimages/legendarii-in-turneu/Background_MEDIUM.jpg?361e4ec4-5e0f-4850-89d5-a96140c5fb3b
Dust - 8 mai,"joi, 8 mai 2025, 20:00","Strada Logofatul Tautu 68A,",72 lei,https://livetickets-cdn.azureedge.net/itemimages/dust-8-mai/Background_MEDIUM.jpg?f4228e4c-1d3d-4ded-9870-fc3f34ac3911
Red 7 Seven Ladies - Live dance show & music,"joi, 8 mai 2025, 21:00","?oseaua Mihai Bravu 223, Bucure?ti",30 lei,https://livetickets-cdn.azureedge.net/itemimages/red-7-seven-ladies-live-dance-show-music/Background_MEDIUM.jpg?5c5977a5-f458-4c72-8a17-0414aee91b94
Mihai Margineanu at Fabrica de Bere,"vineri, 9 mai 2025, 18:40","Fabrica de Bere, Cluj-Napoca",25 - 50 lei,https://livetickets-cdn.azureedge.net/itemimages/mihai-margineanu-at-fabrica-de-bere-1/Background_MEDIUM.jpg?fc6f582c-1301-4192-9ca1-9444d6af98e4
GUESS THE ARTIST ????,"vineri, 9 mai 2025, 19:00","Exit Club, Timi?oara",40 - 70 lei,https://livetickets-cdn.azureedge.net/itemimages/guess-the-artist/Background_MEDIUM.jpg?129e7093-7e7b-4773-b018-2060198ebb7f
Un spectacol dumnezeiesc - 9 mai,"vineri, 9 mai 2025, 20:00","Strada Logofatul Tautu 68A, Bucure?ti",72 lei,https://livetickets-cdn.azureedge.net/itemimages/un-spectacol-dumnezeiesc-9-mai/Background_MEDIUM.jpg?b951e92b-7c78-417b-9695-1c8251d1d91c
Azur at Fabrica de Bere,"smbata, 10 mai 2025, 18:40","Fabrica de Bere, Cluj-Napoca",25 - 50 lei,https://livetickets-cdn.azureedge.net/itemimages/azur-at-fabrica-de-bere-1/Background_MEDIUM.jpg?3bb5242c-ee0e-45ab-a2ed-2fb9e45c9634
"Iubitule, hai sa renovam! - 10 mai","smbata, 10 mai 2025, 20:00","Strada Logofatul Tautu 68A,",72 lei,https://livetickets-cdn.azureedge.net/itemimages/iubitule-hai-sa-renovam-10-mai/Background_MEDIUM.jpg?973ba367-986a-41bb-944c-e01f83825623
Cyclic x Margo presents DEEP DISH,"smbata, 10 mai 2025, 22:00","City Gate, Bucure?ti",68 - 148 lei,https://livetickets-cdn.azureedge.net/itemimages/cyclic-x-margo-presents-deep-dish/Background_MEDIUM.jpg?9e10ed22-fa42-47be-8edf-88575f6e082b
Ada Milea at Euphoria Music Hall,"duminica, 11 mai 2025, 18:00","Euphoria Music Hall, Cluj-Napoca",30 - 75 lei,https://livetickets-cdn.azureedge.net/itemimages/ada-milea-at-euphoria-music-hall/Background_MEDIUM.jpg?59edfa3b-6735-43b6-bf33-4638a4f48368
O zi din via?a unui politician fericit - 11 mai,"duminica, 11 mai 2025, 20:00","Strada Logofatul Tautu 68A, Bucure?ti",72 lei,https://livetickets-cdn.azureedge.net/itemimages/o-zi-din-viata-unui-politician-fericit-11-mai/Background_MEDIUM.jpg?2d797fa0-1182-45d7-bf44-de4e0a530fa4
Trei surori n Atena - 13 mai,"mar?i, 13 mai 2025, 20:00","Strada Logofatul Tautu 68A, Bucure?ti",72 lei,https://livetickets-cdn.azureedge.net/itemimages/trei-surori-in-atena-13-mai/Background_MEDIUM.jpg?d496d72b-5d8c-486c-af61-5268650dbcda
Jocul de mine - 14 mai,"miercuri, 14 mai 2025, 20:00","Strada Logofatul Tautu 68A, Bucure?ti",72 lei,https://livetickets-cdn.azureedge.net/itemimages/jocul-de-maine-14-mai/Background_MEDIUM.jpg?b8258da3-7953-408d-8aa8-79325f1c5eb1
Antract at Euphoria Music Hall,"joi, 15 mai 2025, 18:40","Euphoria Music Hall, Cluj-Napoca",40 - 60 lei,https://livetickets-cdn.azureedge.net/itemimages/antract-at-euphoria-music-hall/Background_MEDIUM.jpg?4935fed8-9aa4-4e5b-bee0-52ec6b6af756
Deziubire - 15 mai,"joi, 15 mai 2025, 20:00","Strada Logofatul Tautu 68A, Bucure?ti",72 lei,https://livetickets-cdn.azureedge.net/itemimages/deziubire-15-mai/Background_MEDIUM.jpg?b4c9b5df-73ca-40f0-b96f-c4878cad9617
Taraful Rutenilor at Euphoria Music Hall,"vineri, 16 mai 2025, 18:40","Euphoria Music Hall, Cluj-Napoca",45 - 90 lei,https://livetickets-cdn.azureedge.net/itemimages/taraful-rutenilor-at-euphoria-music-hall/Background_MEDIUM.jpg?841710c7-5083-4e4d-b8fb-9ad74d389e4d
Straini n viitor - 16 mai,"vineri, 16 mai 2025, 20:00","Strada Logofatul Tautu 68A, Bucure?ti",72 lei,https://livetickets-cdn.azureedge.net/itemimages/straini-in-viitor-16-mai/Background_MEDIUM.jpg?47aac767-e9ae-4b8a-a890-cf149840a6bb
TOMI & KESH X SONDER,"vineri, 16 mai 2025, 23:00","Heaven, Timi?oara",40 - 3000 lei,https://livetickets-cdn.azureedge.net/itemimages/x-sonder/Background_MEDIUM.jpg?1f9dfd71-5340-4de4-b45c-f1bf05674c00
Velvet Open Season,"smbata, 17 mai 2025, 15:00","Velvet Winery, Tohani",49 - 199 lei,https://livetickets-cdn.azureedge.net/itemimages/velvet-open-season/Background_MEDIUM.jpg?
ROA at Fabrica de Bere,"smbata, 17 mai 2025, 18:40","Fabrica de Bere, Cluj-Napoca",25 - 50 lei,https://livetickets-cdn.azureedge.net/itemimages/roa-at-fabrica-de-bere/Background_MEDIUM.jpg?2a3237fd-82fa-4aa4-ab5a-53729aa3f1d1
Robin and the Backstabbers n concert // Bucure?ti - Beraria H,"smbata, 17 mai 2025, 18:45","Beraria H, Bucure?ti",24.9 - 49.9 lei,https://livetickets-cdn.azureedge.net/itemimages/robin-backstabbers-ratb-concert-2025/Background_MEDIUM.jpg?edc8aa7e-d934-4d25-8ad6-df7fa57537c6
"Daca te na?ti ntr-o luni, vei muri ntr-o vineri - 17 mai","smbata, 17 mai 2025, 20:00","Strada Logofatul Tautu 68A, Bucure?ti",72 lei,https://livetickets-cdn.azureedge.net/itemimages/daca-te-nasti-intr-o-luni-vei-muri-intr-o-vineri-17-mai/Background_MEDIUM.jpg?7f10495e-f056-463e-99e6-13a2b7616607
ADRIATIQUE x GAIA,"smbata, 17 mai 2025, 22:00","Herastrau Park, Bucharest",150 - 200 lei,https://livetickets-cdn.azureedge.net/itemimages/adriatique-x-gaia/Background_MEDIUM.jpg?3568eb47-280e-49cc-9af3-4fbabdf7b146
Motanul ?i unicornul - 18 mai,"duminica, 18 mai 2025, 11:00","Strada Logofatul Tautu 68A, Bucure?ti",54 lei,https://livetickets-cdn.azureedge.net/itemimages/motanul-si-unicornul-18-mai/Background_MEDIUM.jpg?adbeb9c5-53a4-44e1-a107-1c3374e1f6ab
Fra?ii Cazanoi ?i Ioana ?tefan at Euphoria Music Hall,"duminica, 18 mai 2025, 18:00","Euphoria Music Hall, Cluj-Napoca",60 - 70 lei,https://livetickets-cdn.azureedge.net/itemimages/fratii-cazanoi-si-ioana-stefan-at-euphoria-music-hall/Background_MEDIUM.jpg?7566f75c-5eaa-49bc-af63-f407e7160fd5
?edin?a cu parin?ii - 18 mai,"duminica, 18 mai 2025, 20:00","Strada Logofatul Tautu 68A, Bucure?ti",72 lei,https://livetickets-cdn.azureedge.net/itemimages/sedinta-cu-parintii-18-mai/Background_MEDIUM.jpg?0f23d4e4-4190-455f-9b0d-04f323bec795
Stelu Enache & Band,"mar?i, 20 mai 2025, 19:45","Beraria H, Bucure?ti",49 - 89 lei,https://livetickets-cdn.azureedge.net/itemimages/concert-stelu-enache-bucuresti-2025/Background_MEDIUM.jpg?3bf0a3f6-cf44-4f38-84ac-6c66269779ad
Despre ngeri ?i pasarici - 21 mai,"miercuri, 21 mai 2025, 20:00","Strada Logofatul Tautu 68A, Bucure?ti",72 lei,https://livetickets-cdn.azureedge.net/itemimages/despre-ingeri-si-pasarici-21-mai/Background_MEDIUM.jpg?a15c83f0-49d4-4a40-9b93-56d5bcebd87a
O zi din via?a unui politician fericit - 22 mai,"joi, 22 mai 2025, 20:00","Strada Logofatul Tautu 68A, Bucure?ti",72 lei,https://livetickets-cdn.azureedge.net/itemimages/o-zi-din-viata-unui-politician-fericit-22-mai/Background_MEDIUM.jpg?faf8a5c2-4bea-43e5-a78b-bb4accfce230
Horia Brenciu & HB Orchestra cnta n Ora?ul cu Chef de Via?a,"joi, 22 mai 2025, 20:30","Beraria H, Bucure?ti",39.9 - 99.9 lei,https://livetickets-cdn.azureedge.net/itemimages/concert-horia-brenciu-bucuresti-250522/Background_MEDIUM.jpg?430b196e-794a-4f91-b8e2-48d3f2d7c654
Truth Ceremony - Alice D Records Night,"vineri, 23 mai 2025, 13:11","Breaza, Breaza",250 lei,https://livetickets-cdn.azureedge.net/itemimages/truth-ceremony-alice-d-records-night/Background_MEDIUM.jpg?04504c57-6251-4349-8517-e7dbd5ce0140
Mihail at Fabrica de Bere,"vineri, 23 mai 2025, 18:40","Fabrica de Bere, Cluj-Napoca",25 - 50 lei,https://livetickets-cdn.azureedge.net/itemimages/mihail-at-fabrica-de-bere/Background_MEDIUM.jpg?16ea1ce1-dd43-4767-9417-b40e09cf5d93
"Iubitule, hai sa renovam! - 23 mai","vineri, 23 mai 2025, 20:00","Strada Logofatul Tautu 68A, Bucure?ti",72 lei,https://livetickets-cdn.azureedge.net/itemimages/iubitule-hai-sa-renovam-23-mai/Background_MEDIUM.jpg?dee8cf18-a058-453e-919c-e6bdd477f6f4
Crina ?i papu?ile vorbitoare - 24 mai,"smbata, 24 mai 2025, 11:00","Strada Logofatul Tautu 68A, Bucure?ti",54 lei,https://livetickets-cdn.azureedge.net/itemimages/crina-si-papusile-vorbitoare-24-mai/Background_MEDIUM.jpg?62a3b3eb-788c-408d-b9a2-ff4df5e4a8a0
TEDxAvram Iancu Street - Life Changing Decisions,"smbata, 24 mai 2025, 13:00","Cluj-Napoca, Romnia,",75 - 150 lei,https://livetickets-cdn.azureedge.net/itemimages/tedxavram-iancu-street-life-changing-decisions/Background_MEDIUM.jpg?fe2376c4-ab3a-4a0a-93ec-b9dc66ccfeab
Carmen ?erban at Euphoria Music Hall,"smbata, 24 mai 2025, 18:40","Euphoria Music Hall, Cluj-Napoca",25 - 50 lei,https://livetickets-cdn.azureedge.net/itemimages/carmen-serban-at-euphoria-music-hall/Background_MEDIUM.jpg?8cf67b4f-c78d-4ad1-b0bb-390e731eea55
Un spectacol dumnezeiesc - 24 mai,"smbata, 24 mai 2025, 20:00","Strada Logofatul Tautu 68A, Bucure?ti",72 lei,https://livetickets-cdn.azureedge.net/itemimages/un-spectacol-dumnezeiesc-24-mai/Background_MEDIUM.jpg?9dfb4a82-c66b-42e0-b528-73d293b4f92b
Iasi: MANELIADA | Cu capul in nori,"smbata, 24 mai 2025, 22:00","The Secret, Iasi",70 lei,https://livetickets-cdn.azureedge.net/itemimages/iasi-maneliada-cu-capul-in-nori/Background_MEDIUM.jpg?fdabe0d1-f98d-4c93-a2ab-1410bf2b03b3
Atipic - Dubfire b2b Priku | Franco Cinelli b2b Arapu | DumitrEscu,"smbata, 24 mai 2025, 22:00","Galeria SENAT, Bucure?ti",60 - 80 lei,https://livetickets-cdn.azureedge.net/itemimages/atipic-dubfire-b2b-priku-franco-cinelli-b2b-arapu-dumitrescu/Background_MEDIUM.jpg?a099342d-1450-4cb5-8845-e8387a39a9e4
Tavanul de sticla - 25 mai,"duminica, 25 mai 2025, 20:00","Strada Logofatul Tautu 68A, Bucure?ti",72 lei,https://livetickets-cdn.azureedge.net/itemimages/tavanul-de-sticla-25-mai/Background_MEDIUM.jpg?3f7585e0-97ba-453c-b795-a936a28df033
Pove?ti de familie - 26 mai,"luni, 26 mai 2025, 20:00","Strada Logofatul Tautu 68A, Bucure?ti",72 lei,https://livetickets-cdn.azureedge.net/itemimages/povesti-de-familie-26-mai/Background_MEDIUM.jpg?9f5ebd19-c8ce-4cba-b73a-c03678d14253
Legendarii n turneu,"mar?i, 27 mai 2025, 18:00","Alexandria, Alexandria",100 - 110 lei,https://livetickets-cdn.azureedge.net/itemimages/legendarii-in-turneu-2/Background_MEDIUM.jpg?2b3c2580-a39f-4b68-aa29-902b0618f47d
Billboard - 27 mai,"mar?i, 27 mai 2025, 20:00","Strada Logofatul Tautu 68A, Bucure?ti",72 lei,https://livetickets-cdn.azureedge.net/itemimages/billboard-27-mai/Background_MEDIUM.jpg?f592f791-6fe1-440e-a251-4ad1c6846b14
Straini n viitor - 28 mai,"miercuri, 28 mai 2025, 20:00","Strada Logofatul Tautu 68A, Bucure?ti",72 lei,https://livetickets-cdn.azureedge.net/itemimages/straini-in-viitor-28-mai/Background_MEDIUM.jpg?8b46b34a-7871-434a-8d5c-e20e781af7a9
?ase feluri de mncare dintr-o singura gaina - 29 mai,"joi, 29 mai 2025, 20:00","Strada Logofatul Tautu 68A, Bucure?ti",72 lei,https://livetickets-cdn.azureedge.net/itemimages/sase-feluri-de-mancare-dintr-o-singura-gaina-29-mai/Background_MEDIUM.jpg?9701f4f8-420b-48a2-ba97-1a6a95f23dbc
SENZORIA FESTIVAL,"vineri, 30 mai 2025, 16:00","Palace of Culture, Ia?i",100 lei,https://livetickets-cdn.azureedge.net/itemimages/senzoria-festival/Background_MEDIUM.jpg?f7e350ff-c689-429c-acc7-bba8399ff85d
Lupii lui Calancea ?i Surorile Osoianu at Euphoria Music Hall,"vineri, 30 mai 2025, 18:40","Euphoria Music Hall, Cluj-Napoca",55 - 110 lei,https://livetickets-cdn.azureedge.net/itemimages/lupii-lui-calancea-si-surorile-osoianu-at-euphoria-music-hall/Background_MEDIUM.jpg?dd995eb0-d73e-42d4-8c88-ba996640ceb9
Hai sa facem sex - 30 mai,"vineri, 30 mai 2025, 20:00","Strada Logofatul Tautu 68A,",72 lei,https://livetickets-cdn.azureedge.net/itemimages/hai-sa-facem-sex-30-mai/Background_MEDIUM.jpg?47276eed-db65-403a-aa79-fef7b0aa86a7
Cu moartea la doctor - 31 mai,"smbata, 31 mai 2025, 20:00","Strada Logofatul Tautu 68A, Bucure?ti",72 lei,https://livetickets-cdn.azureedge.net/itemimages/cu-moartea-la-doctor-31-mai/Background_MEDIUM.jpg?f8fbf658-cd62-4347-9914-c03687980d86
UNUM FESTIVAL 2025,"joi, 5 iunie 2025, 12:00","Rana e Hedhun, Shngjin",435 lei,https://livetickets-cdn.azureedge.net/itemimages/unum-festival-2025/Background_MEDIUM.jpg?06e33e64-bbca-41ec-85b3-bf8adab41ffd
BIBI ADVENTURE CAMPFEST 4,"vineri, 6 iunie 2025, 11:00","Vibe Camp, Patrlagele",120 - 550 lei,https://livetickets-cdn.azureedge.net/itemimages/bibi-adventure-campfest-4/Background_MEDIUM.jpg?f67e03c4-4268-4d0d-8c02-192eb74250ac
BSW s a Gang | Escape Garden | 2025.06.06,"vineri, 6 iunie 2025, 18:00","ESCAPE GARDEN, Vlahi?a",70 - 150 lei,https://livetickets-cdn.azureedge.net/itemimages/bsw-es-a-gang-escape-garden-20250606/Background_MEDIUM.jpg?33aae8eb-ba98-4338-bc1d-7e0eb5902420
ANIMAS | AME,"vineri, 6 iunie 2025, 20:00","ROMAERO S.A., Bucure?ti",125 - 625 lei,https://livetickets-cdn.azureedge.net/itemimages/animas-ame/Background_MEDIUM.jpg?e5022ffa-eeec-4e0d-9683-be4c214dc42e
JAMIE JONES IN BUCHAREST | KRISTAL GROOVE x THE BRUNCH AFFAIR,"vineri, 6 iunie 2025, 22:00","Bucharest, Bucharest",79 - 299 lei,https://livetickets-cdn.azureedge.net/itemimages/jamie-jones-in-bucharest-kristal-groove-x-the-brunch-affair/Background_MEDIUM.jpg?1f6d85a1-45c1-43d8-899f-675c68f423f6
Paco Osuna for the First Time in Trgu Mure?!,"vineri, 6 iunie 2025, 23:00","Uzina Foto, Trgu Mure?",79 - 149 lei,https://livetickets-cdn.azureedge.net/itemimages/paco-osuna-for-the-first-time-in-targu-mures/Background_MEDIUM.jpg?0aec547c-7fa2-4363-a084-ae7adbac1d37
BDLP X La Ponton,"smbata, 14 iunie 2025, 21:00","Club Ponton, Darmane?ti",80 - 150 lei,https://livetickets-cdn.azureedge.net/itemimages/bdlp-x-la-ponton/Background_MEDIUM.jpg?b184a16a-9525-4f64-a6f9-189be2bb8b86
Afro on Boat / Danubes Boat,"vineri, 20 iunie 2025, 12:00","Tulcea,",368 - 4000 lei,https://livetickets-cdn.azureedge.net/itemimages/afro-on-boat-danubes-boat/Background_MEDIUM.jpg?40145084-7869-49e2-9b46-5095c95eef04
Old School on Boat / Danubes Boat,"smbata, 21 iunie 2025, 12:00","Tulcea, Tulcea",368 - 4000 lei,https://livetickets-cdn.azureedge.net/itemimages/old-school-on-boat-danubes-boat/Background_MEDIUM.jpg?1ac02457-a58f-40b9-b652-67cad26dd1cf
Nyama w/ Christian Lepah @ La Ponton,"smbata, 21 iunie 2025, 21:00","Club Ponton, Darmane?ti",30 lei,https://livetickets-cdn.azureedge.net/itemimages/la-ponton-presents-nyama-x-christian-lepah/Background_MEDIUM.jpg?662aacac-426d-4d1d-b7b4-9c806ac3ab1e
NOSTALGIA 2025,"joi, 26 iunie 2025, 17:00","Federatia Romana de Tir Sportiv , Bucuresti",249 - 289 lei,https://livetickets-cdn.azureedge.net/itemimages/nostalgia-2025/Background_MEDIUM.jpg?f9a183ed-809c-4a9a-a4de-9c2517c27e57
La Ponton presents The Duo's | Dobrikan & Kub | MuTT&Dee | Laura Musuroaea & Bogdan Urucu,"smbata, 28 iunie 2025, 21:00","Club Ponton, Darmane?ti",45 - 60 lei,https://livetickets-cdn.azureedge.net/itemimages/la-ponton-presents-the-duos-dobrikan-muttdee-laura-musuroaia-bogdan-urucu/Background_MEDIUM.jpg?0ef3ae6a-da96-4026-be0f-191254323fb6
MOX 2025,"joi, 3 iulie 2025, 14:00","Valea Draganului, coada Lacului Floroiu,",350 lei,https://livetickets-cdn.azureedge.net/itemimages/mox-2025/Background_MEDIUM.jpg?b3be16a2-2263-443a-b8e9-4366312ee896
WAVES FESTIVAL 2025,"vineri, 4 iulie 2025, 17:00","Baile 1 Mai, Comuna Snmartin",79 - 139 lei,https://livetickets-cdn.azureedge.net/itemimages/waves-festival-2025/Background_MEDIUM.jpg?bd113696-2c97-4745-b13e-f8cc8e810f66
Tulum Experience Day Pool Party X La Ponton,"smbata, 19 iulie 2025, 10:00","Club Ponton, Darmane?ti",35 - 50 lei,https://livetickets-cdn.azureedge.net/itemimages/tulum-experience-day-pool-party-x-la-ponton/Background_MEDIUM.jpg?03d81083-6cd4-4ee4-a589-9726529c6ada
Tulum Experience X La Ponton,"smbata, 19 iulie 2025, 21:00","Club Ponton, Darmane?ti",50 - 280 lei,https://livetickets-cdn.azureedge.net/itemimages/tulum-experience-x-la-ponton/Background_MEDIUM.jpg?ba431a04-c361-47bf-9823-713f1780db18
ARTmania Festival Sibiu 2025,"vineri, 25 iulie 2025, 16:00","Pia?a Mare, Sibiu",350 - 550 lei,https://livetickets-cdn.azureedge.net/itemimages/artmania-festival-sibiu-2025/Background_MEDIUM.jpg?c388a9d6-c888-4f4e-ae24-9deb969fa28d
Young Island Festival 2025 - The Lighthouse,"joi, 31 iulie 2025, 16:00","Insula de Agrement, Bacau",400 - 600 lei,https://livetickets-cdn.azureedge.net/itemimages/young-island-festival-2025-the-lighthouse/Background_MEDIUM.jpg?c8aa14b3-5bcc-4e6e-b6d4-a88c322e248a
TSP 2025 -10 Years Edition,"vineri, 1 august 2025, 16:00","Teaca, Teaca",200 lei,https://livetickets-cdn.azureedge.net/itemimages/tsp-2025-10-years-edition/Background_MEDIUM.jpg?0adbdb99-b5cf-4b3c-914b-a4359a5ebb18
Curtea de Arges Wine Festival 2025,"vineri, 8 august 2025, 16:00","Pensiunea Clasic, Curtea de Arge?",50 - 160 lei,https://livetickets-cdn.azureedge.net/itemimages/curtea-de-arges-wine-festival-2025/Background_MEDIUM.jpg?fd2ae4f0-ba7b-495e-aed4-07d7d4dbd498
Vuiet Camp Around 2025,"miercuri, 13 august 2025, 18:00","Cabana Drago? Bejan, Comuna Rucar",200 lei,https://livetickets-cdn.azureedge.net/itemimages/vuiet-camp-around-2025/Background_MEDIUM.jpg?fe100e69-2d1f-4874-97da-f21cf1ca76a3
Nassau Festival,"joi, 14 august 2025, 15:00","Baza Militara Cere?naia, Anina",129 - 350 lei,https://livetickets-cdn.azureedge.net/itemimages/nassau-festival/Background_MEDIUM.jpg?0328b878-d5f3-4554-ba9a-797c21881b8b
We Love Music Festival 2025,"vineri, 15 august 2025, 19:00","Ramnicu Valcea - Platoul Feteni,",300 - 400 lei,https://livetickets-cdn.azureedge.net/itemimages/we-love-music-festival-2025/Background_MEDIUM.jpg?d277fe85-528d-452a-b9ed-4bb62a4b6285
AMESTEC - Episodul 4,"vineri, 22 august 2025, 14:00","Amestec, Delu?",50 - 225 lei,https://livetickets-cdn.azureedge.net/itemimages/amestec-episodul-4/Background_MEDIUM.jpg?feb27662-3267-451f-92a4-a4af771dd13d
Balkanik Festival 2025,"vineri, 5 septembrie 2025, 16:00","Bucharest, Bucharest",100 lei,https://livetickets-cdn.azureedge.net/itemimages/balkanik-festival-2025/Background_MEDIUM.jpg?fab28718-1c3a-4d64-a3a8-9f9067e0e560
Oradea Nights Festival 2025,"vineri, 31 octombrie 2025, 16:00","Oradea Arena, Oradea",85 - 185 lei,https://livetickets-cdn.azureedge.net/itemimages/oradea-nights-festival-2025/Background_MEDIUM.jpg?fc1e4bb0-60ff-4614-971b-37afee873280
AFTERWEEN XX,"vineri, 31 octombrie 2025, 20:00","Oradea, Oradea",0 - 49.99 lei,https://livetickets-cdn.azureedge.net/itemimages/iii/Background_MEDIUM.jpg?a47003f4-d412-4704-9eec-6a7edaee8af4
Balul Haretistilor 2025,"miercuri, 12 noiembrie 2025, 19:00","RISTORANTE MONZA, Bucure?ti",75 lei,https://livetickets-cdn.azureedge.net/itemimages/balul-haretistilor-2025/Background_MEDIUM.jpg?f03cef3d-44a1-4d91-8b05-d2f406efed4d
CIRCUS NYE 2026,"miercuri, 31 decembrie 2025, 19:00","Laminor Arena, Bucure?ti",99 lei,https://livetickets-cdn.azureedge.net/itemimages/circus-nye-2026/Background_MEDIUM.jpg?a2b0ef6b-9de1-459f-b6d1-b3b46724ddec
